match,decision,turn,seat,agent,action,value,complete,round_trip_seconds,decision_seconds,decision_limit_seconds,deadline_hit,lethal_proof_seconds,total_search_seconds,first_found_seconds,first_recoverable_seconds,first_full_seconds,stabilized_seconds,execution_tier,fallback_cause,remaining_search_seconds,strategy_wave,strategy_focus_position,strategy_focus_count
1,0,,0,mega_lucario,"{""kind"":""choose_start"",""parts"":[41]}",0.0,True,0.2970000000204891,0.00010840001050382853,,False,,0.00010840001050382853,,,,,,,,,,
1,1,,0,mega_lucario,"{""kind"":""setup_active"",""parts"":[1]}",0.0,True,0.0,8.300004992634058e-05,,False,,8.300004992634058e-05,,,,,,,,,,
1,2,,1,mega_lucario,"{""kind"":""setup_active"",""parts"":[1]}",0.0,True,0.0,5.700008478015661e-05,,False,,5.700008478015661e-05,,,,,,,,,,
1,3,,1,mega_lucario,"{""kind"":""setup_bench_decline"",""parts"":[2]}",0.0,True,0.0,3.7499936297535896e-05,,False,,3.7499936297535896e-05,,,,,,,,,,
1,4,1,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":1121,\""playerIndex\"":0}]]]""]}",0.874121212121212,True,2.469000000040978,2.4123108999338,20.0,False,1.202999999979511,1.2190000000409782,0.8599999999860302,0.8599999999860302,0.8599999999860302,0.8599999999860302,full,,0.35900000005494803,first,1,3
1,5,,0,mega_lucario,"{""kind"":""card"",""parts"":[""[0,{\""playerIndex\"":0,\""type\"":3},[[2,{\""id\"":1141,\""playerIndex\"":0}]]]"",""[0,{\""playerIndex\"":0,\""type\"":3},[[2,{\""id\"":1227,\""playerIndex\"":0}]]]""]}",0.9574545454545453,True,1.2339999999385327,1.2222793999826536,20.0,False,1.202999999979511,1.2222793999826536,,,,,,,,,,
1,6,1,0,mega_lucario,"{""kind"":""card"",""parts"":[""[{\""playerIndex\"":0,\""type\"":3},[[1,{\""id\"":675,\""playerIndex\"":0}]]]""]}",0.8857878787878786,True,0.3130000000819564,0.31570310005918145,20.0,False,0.125,0.1880000000819564,0.1410000000614673,0.1410000000614673,0.1410000000614673,0.1410000000614673,full,,0.0470000000204891,widening,,0
1,7,1,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":675,\""playerIndex\"":0}]]]""]}",0.8747878787878787,True,0.9059999999590218,0.8648218000307679,20.0,False,0.015999999945051968,0.859000000054948,0.859000000054948,0.859000000054948,0.859000000054948,0.859000000054948,full,,0.0,first,1,2
1,8,1,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":676,\""playerIndex\"":0}]]]""]}",0.708121212121212,True,0.8129999999655411,0.7787168000359088,20.0,False,0.015999999945051968,0.7650000000139698,0.39000000001396984,0.39000000001396984,0.39000000001396984,0.39000000001396984,full,,0.375,first,1,3
1,9,1,0,mega_lucario,"{""kind"":""ability"",""parts"":[""[0,{\""type\"":10},[[5,{\""appearThisTurn\"":true,\""energies\"":[],\""energyCards\"":[],\""hp\"":110,\""id\"":675,\""maxHp\"":110,\""playerIndex\"":0,\""preEvolution\"":[],\""tools\"":[]}]]]""]}",0.708121212121212,True,0.40600000007543713,0.38198970002122223,20.0,False,0.015000000013969839,0.35999999998603016,0.35999999998603016,0.35999999998603016,0.35999999998603016,0.35999999998603016,full,,0.0,first,1,2
1,10,,0,mega_lucario,"{""kind"":""forced_selection"",""parts"":[8]}",0.0,True,0.0,0.000634100055322051,20.0,False,,0.000634100055322051,,,,,,,,,,
1,11,1,0,mega_lucario,"{""kind"":""attach"",""parts"":[""[0,{\""type\"":8},[[2,{\""id\"":6,\""playerIndex\"":0}],[4,{\""appearThisTurn\"":true,\""energies\"":[],\""energyCards\"":[],\""hp\"":110,\""id\"":676,\""maxHp\"":110,\""playerIndex\"":0,\""preEvolution\"":[],\""tools\"":[]}]]]""]}",0.6281212121212121,True,0.030999999959021807,0.03918140009045601,20.0,False,0.015999999945051968,0.015000000013969839,0.015000000013969839,0.0,0.0,0.015000000013969839,full,,0.0,first,1,1
1,12,,0,mega_lucario,"{""kind"":""end"",""parts"":[""[0,{\""type\"":14},[]]""]}",0.0,True,0.015999999945051968,0.012838799972087145,20.0,False,0.0,0.012838799972087145,,,,,,,,,,
1,13,2,1,mega_lucario,"{""kind"":""play"",""parts"":[""[1,{\""type\"":7},[[2,{\""id\"":1219,\""playerIndex\"":1}]]]""]}",1.6250989062120622,False,13.578000000095926,13.044969800044782,20.0,False,1.234000000054948,11.797000000020489,5.625,5.625,5.625,5.625,full,,6.172000000020489,first,2,5
1,14,2,1,mega_lucario,"{""kind"":""card"",""parts"":[""[{\""playerIndex\"":1,\""type\"":3},[[1,{\""id\"":1229,\""playerIndex\"":1}]]]""]}",1.6767659778374062,False,19.843999999924563,19.007579300086945,20.0,True,1.2809999999590218,17.73499999998603,3.0,3.0,3.0,3.0,full,,14.73499999998603,widening,,0
1,15,2,1,mega_lucario,"{""kind"":""attach"",""parts"":[""[1,{\""type\"":8},[[2,{\""id\"":6,\""playerIndex\"":1}],[4,{\""appearThisTurn\"":false,\""energies\"":[],\""energyCards\"":[],\""hp\"":110,\""id\"":676,\""maxHp\"":110,\""playerIndex\"":1,\""preEvolution\"":[],\""tools\"":[]}]]]""]}",1.5500989062120618,False,6.75,6.48897379997652,20.0,False,1.234000000054948,5.25,4.187999999965541,4.187999999965541,4.187999999965541,4.187999999965541,full,,1.062000000034459,first,2,3
1,16,,1,mega_lucario,"{""kind"":""play"",""parts"":[""[1,{\""type\"":7},[[2,{\""id\"":1121,\""playerIndex\"":1}]]]""]}",1.6007655728787284,True,1.25,1.2428040000377223,20.0,False,1.234000000054948,1.2428040000377223,,,,,,,,,,
1,17,,1,mega_lucario,"{""kind"":""card"",""parts"":[""[1,{\""playerIndex\"":1,\""type\"":3},[[2,{\""id\"":1211,\""playerIndex\"":1}]]]"",""[1,{\""playerIndex\"":1,\""type\"":3},[[2,{\""id\"":1252,\""playerIndex\"":1}]]]""]}",1.6840989062120617,True,1.2179999999934807,1.2200068000238389,20.0,False,1.202999999979511,1.2200068000238389,,,,,,,,,,
1,18,,1,mega_lucario,"{""kind"":""card"",""parts"":[""[{\""playerIndex\"":1,\""type\"":3},[[1,{\""id\"":675,\""playerIndex\"":1}]]]""]}",1.767432239545395,True,1.25,1.2454365999437869,20.0,False,1.2349999999860302,1.2454365999437869,,,,,,,,,,
1,19,,1,mega_lucario,"{""kind"":""play"",""parts"":[""[1,{\""type\"":7},[[2,{\""id\"":675,\""playerIndex\"":1}]]]""]}",1.6914322395453951,True,0.45400000002700835,0.4565976000158116,20.0,False,0.45400000002700835,0.4565976000158116,,,,,,,,,,
1,20,,1,mega_lucario,"{""kind"":""play"",""parts"":[""[1,{\""type\"":7},[[2,{\""id\"":677,\""playerIndex\"":1}]]]""]}",0.8035534516666073,True,0.14000000001396984,0.14357279997784644,20.0,False,0.14000000001396984,0.14357279997784644,,,,,,,,,,
1,21,,1,mega_lucario,"{""kind"":""attack"",""parts"":[""[1,{\""attackId\"":980,\""type\"":13},[]]""]}",0.7435534516666072,True,0.015999999945051968,0.010775399976409972,20.0,False,0.015999999945051968,0.010775399976409972,,,,,,,,,,
1,22,3,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":1252,\""playerIndex\"":0}]]]""]}",0.9079381573181073,True,0.1720000000204891,0.16970059997402132,20.0,False,0.015000000013969839,0.14099999994505197,0.14099999994505197,0.14099999994505197,0.14099999994505197,0.14099999994505197,full,,0.0,widening,,1
1,23,,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":1227,\""playerIndex\"":0}]]]""]}",0.9079381573181073,True,0.015000000013969839,0.010226999991573393,20.0,False,0.015000000013969839,0.010226999991573393,,,,,,,,,,
1,24,3,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":1152,\""playerIndex\"":0}]]]""]}",1.81514723515678,False,19.641000000061467,19.04039430001285,20.0,True,1.2349999999860302,17.78200000000652,0.9849999999860302,0.9849999999860302,0.9849999999860302,0.9849999999860302,full,,16.79700000002049,first,3,3
1,25,,0,mega_lucario,"{""kind"":""card"",""parts"":[""[{\""playerIndex\"":0,\""type\"":3},[[1,{\""id\"":673,\""playerIndex\"":0}]]]""]}",1.8984805684901132,True,1.2339999999385327,1.22250889998395,20.0,False,1.2189999999245629,1.22250889998395,,,,,,,,,,
1,26,3,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":677,\""playerIndex\"":0}]]]""]}",1.6530291277360412,False,19.344000000040978,18.67940170003567,20.0,False,0.9070000000065193,17.76500000001397,9.5,9.5,9.5,9.5,full,,8.26500000001397,first,2,2
