match,decision,turn,seat,agent,action,value,complete,round_trip_seconds,decision_seconds,decision_limit_seconds,deadline_hit,lethal_proof_seconds,total_search_seconds,first_found_seconds,first_recoverable_seconds,first_full_seconds,stabilized_seconds,execution_tier,fallback_cause,remaining_search_seconds,strategy_wave,strategy_focus_position,strategy_focus_count
1,0,,0,mega_lucario,"{""kind"":""choose_start"",""parts"":[41]}",0.0,True,0.2029999999795109,4.109996370971203e-05,,False,,4.109996370971203e-05,,,,,,,,,,
1,1,,0,mega_lucario,"{""kind"":""setup_active"",""parts"":[1]}",0.0,True,0.0,5.6399963796138763e-05,,False,,5.6399963796138763e-05,,,,,,,,,,
1,2,,1,mega_lucario,"{""kind"":""setup_active"",""parts"":[1]}",0.0,True,0.030999999959021807,5.6299963034689426e-05,,False,,5.6299963034689426e-05,,,,,,,,,,
1,3,1,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":1121,\""playerIndex\"":0}]]]""]}",1.692,True,0.9540000000270084,0.9350668999832124,20.0,False,0.5,0.4380000000819564,0.4380000000819564,0.4380000000819564,0.4380000000819564,0.4380000000819564,full,,0.0,first,1,2
1,4,1,0,mega_lucario,"{""kind"":""card"",""parts"":[""[0,{\""playerIndex\"":0,\""type\"":3},[[2,{\""id\"":1227,\""playerIndex\"":0}]]]"",""[0,{\""playerIndex\"":0,\""type\"":3},[[2,{\""id\"":6,\""playerIndex\"":0}]]]""]}",1.592,True,0.625,0.6126542000565678,20.0,False,0.43700000003445894,0.1720000000204891,0.1720000000204891,0.1720000000204891,0.1720000000204891,0.1720000000204891,full,,0.0,widening,,0
1,5,1,0,mega_lucario,"{""kind"":""card"",""parts"":[""[{\""playerIndex\"":0,\""type\"":3},[[1,{\""id\"":675,\""playerIndex\"":0}]]]""]}",1.7253333333333334,True,0.375,0.3701790999621153,20.0,False,0.09299999999348074,0.2660000000614673,0.2029999999795109,0.2029999999795109,0.2029999999795109,0.2029999999795109,full,,0.06300000008195639,widening,,0
1,6,1,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":675,\""playerIndex\"":0}]]]""]}",1.161,True,0.8279999999795109,0.7873948001069948,20.0,False,0.015000000013969839,0.7809999999590218,0.765999999945052,0.765999999945052,0.765999999945052,0.765999999945052,full,,0.015000000013969839,first,1,2
1,7,1,0,mega_lucario,"{""kind"":""ability"",""parts"":[""[0,{\""type\"":10},[[5,{\""appearThisTurn\"":true,\""energies\"":[],\""energyCards\"":[],\""hp\"":110,\""id\"":675,\""maxHp\"":110,\""playerIndex\"":0,\""preEvolution\"":[],\""tools\"":[]}]]]""]}",0.9943333333333333,True,1.202999999979511,1.1593268000287935,20.0,False,0.015000000013969839,1.1570000000065193,1.1410000000614673,1.1410000000614673,1.1410000000614673,1.1410000000614673,full,,0.015999999945051968,first,1,2
1,8,,0,mega_lucario,"{""kind"":""forced_selection"",""parts"":[8]}",0.0,True,0.0,0.0008547999896109104,20.0,False,,0.0008547999896109104,,,,,,,,,,
1,9,1,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":1142,\""playerIndex\"":0}]]]""]}",0.85,True,0.125,0.12618350004777312,20.0,False,0.0470000000204891,0.0779999999795109,0.06299999996554106,0.01600000006146729,0.01600000006146729,0.06299999996554106,full,,0.015000000013969839,first,1,1
