match,decision,turn,seat,agent,action,value,complete,round_trip_seconds,decision_seconds,decision_limit_seconds,deadline_hit,lethal_proof_seconds,total_search_seconds,first_found_seconds,first_recoverable_seconds,first_full_seconds,stabilized_seconds,execution_tier,fallback_cause,remaining_search_seconds,strategy_wave,strategy_focus_position,strategy_focus_count
1,0,,0,mega_lucario,"{""kind"":""choose_start"",""parts"":[41]}",0.0,True,0.2190000000409782,0.00011610006913542747,,False,,0.00011610006913542747,,,,,,,,,,
1,1,,1,mega_lucario,"{""kind"":""setup_active"",""parts"":[1]}",0.0,True,0.1720000000204891,7.639999967068434e-05,,False,,7.639999967068434e-05,,,,,,,,,,
1,2,,0,mega_lucario,"{""kind"":""setup_active"",""parts"":[1]}",0.0,True,0.0,9.900005534291267e-05,,False,,9.900005534291267e-05,,,,,,,,,,
1,3,,1,mega_lucario,"{""kind"":""free_draw_count"",""parts"":[38]}",0.0,True,0.0,6.73000467941165e-05,,False,,6.73000467941165e-05,,,,,,,,,,
1,4,1,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":1142,\""playerIndex\"":0}]]]""]}",0.9057878787878787,True,1.172000000020489,1.1434162999503314,20.0,False,0.43700000003445894,0.6870000000344589,0.6870000000344589,0.015000000013969839,0.015000000013969839,0.6870000000344589,full,,0.0,first,1,2
1,5,1,0,mega_lucario,"{""kind"":""card"",""parts"":[""[{\""playerIndex\"":0,\""type\"":3},[[1,{\""id\"":675,\""playerIndex\"":0}]]]""]}",1.4574545454545453,True,4.218999999924563,3.9822270999429747,20.0,False,0.35900000005494803,3.6089999999385327,3.2969999999040738,0.015999999945051968,0.015999999945051968,3.2969999999040738,full,,0.31200000003445894,widening,,0
1,6,1,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":1142,\""playerIndex\"":0}]]]""]}",0.5514545454545455,True,0.5620000000344589,0.5322149000130594,20.0,False,0.09299999999348074,0.4380000000819564,0.3910000000614673,0.01600000006146729,0.01600000006146729,0.3910000000614673,full,,0.0470000000204891,first,1,3
1,7,1,0,mega_lucario,"{""kind"":""card"",""parts"":[""[{\""playerIndex\"":0,\""type\"":3},[[1,{\""id\"":676,\""playerIndex\"":0}]]]""]}",0.554939393939394,True,0.9220000000204891,0.8749690999975428,20.0,False,0.06299999996554106,0.8120000000344589,0.7970000000204891,0.7970000000204891,0.7970000000204891,0.7970000000204891,full,,0.015000000013969839,widening,,0
1,8,1,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":675,\""playerIndex\"":0}]]]""]}",0.6337878787878788,True,0.2339999999385327,0.2218021999578923,20.0,False,0.015999999945051968,0.2029999999795109,0.2029999999795109,0.2029999999795109,0.2029999999795109,0.2029999999795109,full,,0.0,first,2,2
1,9,1,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":676,\""playerIndex\"":0}]]]""]}",0.7337878787878788,True,0.20400000002700835,0.2040110999951139,20.0,False,0.01600000006146729,0.18799999996554106,0.1559999999590218,0.030999999959021807,0.030999999959021807,0.1559999999590218,full,,0.03200000000651926,first,1,2
1,10,1,0,mega_lucario,"{""kind"":""ability"",""parts"":[""[0,{\""type\"":10},[[5,{\""appearThisTurn\"":true,\""energies\"":[],\""energyCards\"":[],\""hp\"":110,\""id\"":675,\""maxHp\"":110,\""playerIndex\"":0,\""preEvolution\"":[],\""tools\"":[]}]]]""]}",0.6337878787878788,True,0.17099999997299165,0.16516740003135055,20.0,False,0.015000000013969839,0.1559999999590218,0.14099999994505197,0.14099999994505197,0.14099999994505197,0.14099999994505197,full,,0.015000000013969839,first,2,2
1,11,1,0,mega_lucario,"{""kind"":""card"",""parts"":[""[0,{\""playerIndex\"":0,\""type\"":3},[[2,{\""id\"":6,\""playerIndex\"":0}]]]""]}",0.6337878787878788,True,0.23499999998603016,0.22709010005928576,20.0,False,0.10999999998603016,0.10900000005494803,0.10900000005494803,0.10900000005494803,0.10900000005494803,0.10900000005494803,full,,0.0,widening,,0
1,12,1,0,mega_lucario,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":1121,\""playerIndex\"":0}]]]""]}",0.39327272727272733,True,3.5780000000959262,3.4662959000561386,20.0,False,1.2650000000139698,2.187999999965541,1.297000000020489,1.297000000020489,1.297000000020489,1.297000000020489,full,,0.890999999945052,first,2,3
1,13,1,0,mega_lucario,"{""kind"":""card"",""parts"":[""[0,{\""playerIndex\"":0,\""type\"":3},[[2,{\""id\"":1211,\""playerIndex\"":0}]]]"",""[0,{\""playerIndex\"":0,\""type\"":3},[[2,{\""id\"":1252,\""playerIndex\"":0}]]]""]}",0.47660606060606064,True,1.875,1.8236213000491261,20.0,False,1.2339999999385327,0.5779999999795109,0.5779999999795109,0.5779999999795109,0.5779999999795109,0.5779999999795109,full,,0.0,widening,,0
